"序號",標題,網址,留言者名稱,留言內容,留言時間,贊成論點/其他想法,贊成數量,反對數量
M-697,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,。。。,上課時間改為10點到16點根本沒用，我認為這個方案不行，多了這兩個小時有什麼用，補習班搞不好會因為這樣開到更晚，學生學習時間不變，這對我們有什麼幫助，休息時間不變，而且還少了一些多元課程，何必這樣，還不如就把上課時間調回原來的模式，多了這兩小時對學習真的有幫助嗎？還是只是增加玩遊戲時間而已。,2025-09-15 00:13:59,其他想法,0,2
M-698,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,我覺得可以 6點上課根本起不來 到學校也只會想睡覺 沒心情上課,2025-09-15 00:14:40,其他想法,1,0
M-699,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,"美國前國務卿季辛吉：「誰掌握石油就掌握所有國家，誰掌握貨幣就掌握全世界，誰掌握糧食就掌握全人類。」如今人手一支手機就能&quot;網路即時&quot;掌握預定行程的項目(就醫/採買/娛樂)，只差不能預約黃泉路...，在死亡來臨時人類都是如此脆弱，必須齊心攜手、和平相處，而非家庭因素、各自劃分國家與幣值匯兌、利差槓桿而導致每個生命在誕生的資產起跑線不平等(各自法定的人為協議價格卻圖利權勢跨國壟斷)、把人類價值斷送在各國資本家們利率操作的博弈操盤。

商業未來本質●影片00:40●https://reurl.cc/bmd1NX
錢去哪裡了？●影片07:34●https://reurl.cc/VWnXRb

(每個人都困在算法裡/大數據/作繭自縛)變天了●影片42:21●https://www.youtube.com/watch?v=lE74eos-b4A

政治凌駕經濟之窮忙喪失自由自主尊嚴平等的信用（壽命時間與生命價值被剝削）；各國壟斷發行法定貨幣與國債、基建治理卻圖利自身拉攏票倉幕後金主開發商證券商財閥們、富人套利潤錢合法海外避稅與炒作房產AI綠金能源的產業補貼，國家維護安全為由防禦駭客卻逐步集權軍工科技競備之政策錯配資源反噬身心安全與虛榮泡沫/國際話語權制訂的政經權力博弈：產業失衡的國際孤兒與晶片籌碼的貨幣戰之結構反噬人類應生而平等，不再淪為人礦韭菜

揭露金融幻覺●https://www.youtube.com/watch?v=-5NCxMEILNU

中美銀行體系●貨幣乘數05:21●https://www.youtube.com/watch?v=MdIL4rxiYDM

《國家偷走我的錢》書中提及&quot;信任&quot;沒有保存期限&hellip;錢愈來愈薄的原因&hellip;促使富者愈富，貧者愈貧&hellip;廢除金本位制度後●https://www.eslite.com/product/1001144582458413

利率操控與「最後貸款人」的真相●影片15:44(實體經濟與金融市場的脫節)●https://www.youtube.com/watch?v=5t46yS9Lgr0

地緣金融權謀(任何產業技術不會獨立於權力結構而存在/權力.資本.政治.制度的合謀)誰在操控？●影片17:29●影片24:13●影片29:10(股東和資本結構與政策遊說記錄的加密貨幣成為主權博弈的新戰場/國家權力的金融代理戰爭/交易入口的控制權)●",2025-09-15 00:16:06,其他想法,0,0
M-700,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,孫,讀書不是學習知識而已，學習安排時間，學習社交，學習紀律，如果連遵守上課時間都做不到，別談以後會準時做任何事⋯10點太晚8:30-9:00差不多,2025-09-15 00:19:27,贊成論點,0,2
M-701,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,123,我覺得這個提議非常好，國高中課業壓力真的很重，下課後還要補習，回家還要寫作業，我一直都認為沒有充足的睡眠，念書效果真的會打折扣，有些課程內容是真的可以刪減，讓孩子們多點喘息的時間，而不是整天快被課本壓死！,2025-09-15 00:19:49,其他想法,1,1
M-702,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,鹼性離子水,要晚點上課可以，但相對應晚下課，反正不是因為上課時間太久讓學生有憂鬱症吧？比如9:00～17:00，反正16:00下課還不是會去補習班，最後都馬晚睡,2025-09-15 00:20:45,其他想法,0,1
M-703,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,都給我休學,要那麼晚上課乾脆休學好了，直接上班，上班可以10.上班大不了被炒魷魚就這麼簡單，乾脆也不要上班好了直接結束人生投胎成蟲、動物、微生物不要投胎成人人太累了真的那麼愛睡以後往生可以睡很久睡到你爽,2025-09-15 00:21:33,其他想法,0,1
M-704,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,霏霏,"台灣教育制度太誇張，平均每天在學校的時間有10小時，啊上課大概45分鐘，下課卻只有短短的10、15、20分鐘，
然後要7:50前到校，你要想欸，我們大部分人補習補到幾點、我們去學校不用交通時間嗎？
你睡眠平均只有6小時啊你上課這麼久
，我就想問：你覺得對學習有幫助嗎？、專注力有提升嗎？考試難道有考得比較好嗎？
還有
為什麼要上那些我們以後不一定會用到的東西
對我們有用嗎？
台灣想要學美式教育，卻又要保留中式教育，不累嗎？
還有不要跟我說你們不想上學的就不要去上啊
不是啊，啊台灣義務教育12年欸
好啦
換作是你們大人，我覺得你們可能也會想要有這個附議
比起上課，我現在真的很想出去找工作",2025-09-15 00:22:10,其他想法,1,0
M-705,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,二狗,我覺得很好 因為我是台中南投來回跑 早上5點多就要起床 還要上8節課而且下課只有五分鐘 連休息吃東西尿尿都不夠 根本已經累到不行完全聽不進去課程,2025-09-15 00:25:09,其他想法,2,0
M-706,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,HI,"10：00上課相當晚；合規的下課時間本來就是16：00。
上課時間延後與獲得充足睡眠不成正比。
規律作息是個人養成的；更何況現下的高中職社區化，絕大多數學生通勤等準備上學時間縮短，理論可以擁有的睡眠時間也較多。
若要提及至課後補習，補習結束後時間晚而晚睡之情，學生課後補習亦非必要性，是個人選擇輔助學習的管道。正規課程紮實的跟進，以及培養、訓練自主學習更為重要；再者，國高中生的學習專注力和興趣等培養亦是須要多元課程來引導的。",2025-09-15 00:26:24,贊成論點,0,2
M-707,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,Yi,贊成改成十點上課但是取消寒暑假以免課程無法上完,2025-09-15 00:26:24,贊成論點,1,2
M-708,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,L,同意 還有廢除第八節,2025-09-15 00:27:04,其他想法,2,0
M-709,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,羽,我覺得還不如直接強制不要上第八節 真的很沒意義 老師們也根本不想上 教育部說不能考試上進度 但快段考了還是一堆在趕進度 考試,2025-09-15 00:28:14,其他想法,2,0
M-710,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,77,"傻眼🙄那這樣是要上什麼課？
10到校上一節課就吃飯
吃完還要午休
午休起來-16是可以上幾節？
又不是大學生
要這樣可以挑學校讀啊
有上午班也有下午班
還有假日班跟二日班",2025-09-15 00:31:50,其他想法,5,4
M-711,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,阿拉,使用者已自行刪除留言,2025-09-15 00:33:11,其他想法,0,0
M-712,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,Chiiiiiin,使用者已自行刪除留言,2025-09-15 00:35:08,其他想法,0,0
M-713,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,阿拉,我覺得可以把上課時間調晚，大概8.9.差不多吧？10.是真的太晚了,2025-09-15 00:36:01,其他想法,0,2
M-714,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,印度大懶趴,沒叫你們從早上六點上到晚上九點就偷笑了還想逃課？難怪越來越沒競爭力看看人家隔壁韓國的學生多上進！我只能說想偷懶？企洪敢啦！,2025-09-15 00:36:25,其他想法,0,4
M-715,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,龍眼乾,"說實在的，這樣其實不會更好。要改更短的上課時間就勢必要刪除更多課程，雖然現在確實國高中都有很多出社會後完全用不到的課程，但僅憑那些課程並不足以抵銷。108課綱相較於99來說已經刪掉非常多東西，在國中時就讀過99課綱的社會和自然課本，完全和108不同，108刪除很多。
而高中的話，我認為更該刪除的是學習歷程，升學制度依舊是看成績，本來就教不完的東西又要縮減上課時間，哪有時間繼續坐學習歷程。而高中已經是8點上課，我認為已經是足夠的時間去休息",2025-09-15 00:39:07,贊成論點,2,1
M-716,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,冰糖,我是高中生，我認為延後上學時間不是解決問題最好的方法，最重要的應該是課綱！如果上學時間延後，課程應該如何分配？把藝能課刪了？那這些老師該怎麼辦？那最後會不會就剩下國數英自社？學生的身心健康問題會因此被解決嗎？不只沒有反而還創造出更多問題！,2025-09-15 00:40:09,贊成論點,0,2
M-717,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,神秘人,講的好像晚上課就會降低這些事情發生機率但凡學生可以不要晚上熬夜基本隔天早上精神狀況都是好的我看還是從作息改善吧,2025-09-15 00:41:31,贊成論點,0,2
M-718,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,cxm,（不必要的課程）必須包含出社會之後完全不會用到的一些數學和文言文 去掉這個其實很多學生就會發現自己的天賦了 台灣會多很多人才,2025-09-15 00:44:38,其他想法,1,0
M-719,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,ㄏ,我國高中6年來除了假日根本睡滿8小時但我依舊考上了還不錯的大學憂鬱情緒也沒有增加所以我並不認為改成早上10.上課效率真的能提升對我來說只是找了個可以熬夜的藉口再來那些說把沒有意義的課程砍掉的人真的有想過沒有這些藝能課自己受不受得了嗎？會不會到時候又是一片哀鴻遍野？假如所有中學生都只上所謂有&lsquo;意義&rsquo;的課那台灣會變成什麼鬼樣子？提出這個政策根本治標不治本,2025-09-15 00:47:32,其他想法,0,1
M-720,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,Andyou,高中生需要負擔的壓力太重了，各科的作業以及難度大增，尤其是自然組還要讀社會科，為什麼社會組不用讀自然科，這樣對自然組學生有平等嗎,2025-09-15 00:50:20,其他想法,2,0
M-721,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,謝雨潔,身為曾經的學生、現在的教育工作者，我清楚理解教育現場真正的困境。「調整上課時間並不是核心解方，反而應該先改善師生比例與教師支持系統，才能真正提升學生的學習與心理健康。」,2025-09-15 00:53:46,其他想法,1,0
M-722,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,泥好,"1早上十點？爸媽早上八點要上班的怎麼辦？這樣是不是還是得早上七點多去學校？
2.早上十點上課=可以更晚睡的理由不是嗎？會讀書的同學想著明天早上10點才上課所以就可以讀更晚了，對讀書沒興趣的同學會覺得隔天早上十點才上課所以有理由晚睡了，晚上有補習的學生老實說就算父母不同意不補習那也是得自己好好規劃時間，東方人對於成績的部分比較要求所以這只能說要好好溝通而已。
3.早上十點上課進度確定真的可以嗎？老師每節都在趕火車然後講很快吸收不進去比較好，還是慢慢上仔細解析吸收比較完全比較好？
結論：十點上課造成家長的不便，也造成了認真的老師想教好學生但是時間關係沒辦法講很清楚，也成了學生晚睡的藉口",2025-09-15 00:54:23,贊成論點,0,2
